,Title,Price,Rooms,Area,Floor,Building Floors,Condition,Material,Address,Lift,Security,Internet,Playground,Sauna,Sewerage,Fridge,Telephone Line,Separate Bathrooms,Surveillance,Pool,Water,Microwave,Parking,AC,TV,Washing Machine,Cable TV,Furniture,Gas
1151,2-комнатная квартира на продажу,49 900 у.е.,2,49.5 м²,2,4,Евроремонт,Кирпичный,"Самаркандская область, Самарканд, улица Мирзо Улугбека",0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
1152,1-комнатная квартира на продажу,41 500 у.е.,1,30 м²,1,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, махаллинский сход граждан Найман",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,2-комнатная квартира на продажу,155 000 у.е.,2,49 м²,2,16,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Ракатбаши, улица Бурижар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,1-комнатная квартира на продажу,75 000 у.е.,1,37 м²,8,9,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Силк Роад, улица Сайрам",1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
1155,2-комнатная квартира на продажу,66 000 у.е.,2,60 м²,7,9,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,1-комнатная квартира на продажу,49 607.84 у.е.,1,40.39 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1
1157,3-комнатная квартира на продажу,155 000 у.е.,3,90 м²,6,10,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Лашкарбеги, 6-й проезд Ниёзбек Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,2-комнатная квартира на продажу,88 500 у.е.,2,52 м²,2,5,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1
1159,2-комнатная квартира на продажу,40 000 у.е.,2,51 м²,5,9,Требует ремонта,Монолитный,"город Ташкент, Бектемирский район, махаллинский сход граждан Сохил, улица Рохат",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,3-комнатная квартира на продажу,65 500 у.е.,3,84 м²,9,9,Средний,Панельный,"город Ташкент, Юнусабадский район, 9-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,3-комнатная квартира на продажу,64 500 у.е.,3,78 м²,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,1-комнатная квартира на продажу,36 000 у.е.,1,33.23 м²,2,3,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,1-комнатная квартира на продажу,40 000 у.е.,1,26 м²,1,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,2-комнатная квартира на продажу,89 000 у.е.,2,55 м²,7,10,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Башлык",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,2-комнатная квартира на продажу,53 200 у.е.,2,62 м²,5,5,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,2-комнатная квартира на продажу,53 000 у.е.,2,54 м²,1,4,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,2-комнатная квартира на продажу,27 500 у.е.,2,52 м²,1,4,Средний,Другое,"Джизакская область, Джизак, махаллинский сход граждан Жиззахлик, улица Хавастлик",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,2-комнатная квартира на продажу,65 243.09 у.е.,2,53.12 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1169,5-комнатная квартира на продажу,135 000 у.е.,5,146 м²,4,5,Черновая отделка,Кирпичный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,2-комнатная квартира на продажу,61 500 у.е.,2,55 м²,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махалля Отчопар-1, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,1-комнатная квартира на продажу,53 000 у.е.,1,37 м²,9,9,Авторский проект,Монолитный,"город Ташкент, Яшнободский район, жилой комплекс Assalom! Sohil, Фергана Йули",1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
1172,4-комнатная квартира на продажу,80 000 у.е.,4,90 м²,5,5,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Нурхаёт",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,4-комнатная квартира на продажу,120 000 у.е.,4,90 м²,3,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, жилой комплекс Фарход",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,4-комнатная квартира на продажу,80 000 у.е.,4,95 м²,5,9,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1
1175,1-комнатная квартира на продажу,42 000 у.е.,1,42 м²,9,12,Черновая отделка,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1176,3-комнатная квартира на продажу,75 900 у.е.,3,60 м²,2,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2-комнатная квартира на продажу,80 000 у.е.,2,95 м²,7,10,Черновая отделка,Другое,"город Ташкент, Сергелийский район, массив Сергели-VIа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,1-комнатная квартира на продажу,47 455 у.е.,1,30 м²,3,4,Средний,Кирпичный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1
1179,3-комнатная квартира на продажу,87 999 у.е.,3,70 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 5-й квартал",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
1180,1-комнатная квартира на продажу,51 750 у.е.,1,30 м²,2,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Нафосат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,4-комнатная квартира на продажу,80 000 у.е.,4,95 м²,5,9,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1
1182,2-комнатная квартира на продажу,60 750 у.е.,2,50 м²,3,4,Средний,Панельный,"город Ташкент, Чиланзарский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,1-комнатная квартира на продажу,43 350 у.е.,1,30 м²,2,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,3-комнатная квартира на продажу,75 000 у.е.,3,65 м²,3,5,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Буз-1, улица Мусаввирлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,2-комнатная квартира на продажу,48 500 у.е.,2,50 м²,4,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,1-комнатная квартира на продажу,31 500 у.е.,1,27 м²,2,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Хусниабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,3-комнатная квартира на продажу,84 000 у.е.,3,72 м²,1,4,Авторский проект,Панельный,"город Ташкент, Алмазарский район, массив Чимбай",0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
1188,5-комнатная квартира на продажу,106 000 у.е.,5,112 м²,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 18-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1-комнатная квартира на продажу,52 000 у.е.,1,30 м²,3,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 3-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,2-комнатная квартира на продажу,87 000 у.е.,2,48 м²,10,14,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, Prestige garden turar-joy majmuasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,2-комнатная квартира на продажу,45 000 у.е.,2,33 м²,4,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Элабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,2-комнатная квартира на продажу,105 000 у.е.,2,47 м²,7,12,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Mirzo Ulugbek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,3-комнатная квартира на продажу,115 000 у.е.,3,103 м²,6,10,Черновая отделка,Кирпичный,"город Ташкент, Алмазарский район, Nurafshon Saroy TJM, улица Тарих",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
1194,2-комнатная квартира на продажу,87 000 у.е.,2,52 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
1195,3-комнатная квартира на продажу,63 000 у.е.,3,82 м²,3,14,Средний,Монолитный,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1196,2-комнатная квартира на продажу,57 750 у.е.,2,50 м²,1,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1197,2-комнатная квартира на продажу,44 500 у.е.,2,46 м²,4,4,Средний,Панельный,"город Ташкент, Яшнободский район, массив Аханграбо, улица Курувчилар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,2-комнатная квартира на продажу,3 705 000 у.е.,2,57 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Нилуфар",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
1199,2-комнатная квартира на продажу,78 000 у.е.,2,71 м²,5,10,Черновая отделка,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Буюк Ипак Йули, 5-й проезд Сайрам",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1-комнатная квартира на продажу,45 677.53 у.е.,1,37.19 м²,4,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1201,1-комнатная квартира на продажу,41 750 у.е.,1,35 м²,4,4,Требует ремонта,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Нафосат",0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1202,2-комнатная квартира на продажу,54 999 у.е.,2,48 м²,4,5,Средний,Кирпичный,"город Ташкент, Учтепинский район, 26-й квартал",0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1203,2-комнатная квартира на продажу,56 555 у.е.,2,50 м²,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Мехржон",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1
1204,2-комнатная квартира на продажу,57 555 у.е.,2,50 м²,1,4,Средний,Панельный,"город Ташкент, Учтепинский район, жилой комплекс Фарход",0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1
1205,2-комнатная квартира на продажу,59 555 у.е.,2,56 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Гузар",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1
1206,2-комнатная квартира на продажу,46 000 у.е.,2,46.67 м²,1,3,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,2-комнатная квартира на продажу,56 555 у.е.,2,52 м²,3,4,Средний,Панельный,"город Ташкент, Учтепинский район, махаллинский сход граждан Бирлик",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
1208,2-комнатная квартира на продажу,65 999 у.е.,2,50 м²,1,4,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Дилабад",0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
1209,1-комнатная квартира на продажу,41 500 у.е.,1,30 м²,2,4,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Мехржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,2-комнатная квартира на продажу,72 200 у.е.,2,50 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, 1-й квартал, улица Лабихавуз",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1211,1-комнатная квартира на продажу,59 900 у.е.,1,31 м²,1,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1212,1-комнатная квартира на продажу,42 000 у.е.,1,42 м²,9,12,Черновая отделка,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1213,3-комнатная квартира на продажу,91 000 у.е.,3,71 м²,4,9,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ахилобод, улица Ниязбек",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1214,1-комнатная квартира на продажу,53 700 у.е.,1,43 м²,2,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Адолат",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
1215,3-комнатная квартира на продажу,79 500 у.е.,3,70 м²,1,9,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,3-комнатная квартира на продажу,85 000 у.е.,3,80 м²,4,5,Евроремонт,Панельный,"город Ташкент, Сергелийский район, массив Учувчилар Шахарчаси, улица Аэропорт",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,3-комнатная квартира на продажу,87 000 у.е.,3,63 м²,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Нафосат",0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1218,1-комнатная квартира на продажу,49 607.84 у.е.,1,40.39 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1
1219,2-комнатная квартира на продажу,79 800 у.е.,2,63 м²,4,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Сайхун",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,2-комнатная квартира на продажу,38 000 у.е.,2,42 м²,2,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,3-комнатная квартира на продажу,87 000 у.е.,3,65 м²,4,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Нафосат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,2-комнатная квартира на продажу,58 000 у.е.,2,60 м²,4,4,Средний,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,2-комнатная квартира на продажу,41 500 у.е.,2,55 м²,2,2,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Жаркургон, улица Захидова",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,1-комнатная квартира на продажу,51 990.59 у.е.,1,42.33 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
1225,2-комнатная квартира на продажу,74 896.91 у.е.,2,60.98 м²,8,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1226,3-комнатная квартира на продажу,43 500 у.е.,3,48 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,1-комнатная квартира на продажу,38 500 у.е.,1,36 м²,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Хусниабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1-комнатная квартира на продажу,19 300 у.е.,1,19 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Абдурауф Фитрат, улица Таллимаржон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,1-комнатная квартира на продажу,36 000 у.е.,1,30 м²,2,3,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Заминобод, улица Мирзы Джахангира",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,1-комнатная квартира на продажу,40 000 у.е.,1,30 м²,4,4,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Темирйулчилар, улица Чамбил",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,1-комнатная квартира на продажу,42 508.72 у.е.,1,34.61 м²,3,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1232,1-комнатная квартира на продажу,696.31 у.е.,1,2 м²,1,1,Средний,Другое,"город Ташкент, Чиланзарский район, махаллинский сход граждан Бешкурган, улица Бунёд",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1233,3-комнатная квартира на продажу,89 300 у.е.,3,85 м²,7,9,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, 2-й квартал",1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1
1234,3-комнатная квартира на продажу,58 000 у.е.,3,85 м²,7,8,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Хосиятли, улица Иззат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,3-комнатная квартира на продажу,60 000 у.е.,3,68 м²,8,10,Евроремонт,Монолитный,"город Ташкент, Яшнободский район, жилой комплекс Олмос резиденс",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,2-комнатная квартира на продажу,75 000 у.е.,2,75 м²,2,12,Черновая отделка,Блочный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Сайрам, улица Сайрам",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1-комнатная квартира на продажу,49 607.84 у.е.,1,40.39 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1
1238,2-комнатная квартира на продажу,50 000 у.е.,2,45 м²,2,4,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Авиасозлар, 2-й проезд Авиасозлар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,2-комнатная квартира на продажу,77 000 у.е.,2,85 м²,5,10,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,2-комнатная квартира на продажу,95 000 у.е.,2,75 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Лашкарбеги, проспект Мустакиллик",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,4-комнатная квартира на продажу,250 000 у.е.,4,140 м²,4,10,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Дамарык, улица Кичик Бешагач",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,3-комнатная квартира на продажу,125 000 у.е.,3,123 м²,5,10,Черновая отделка,Кирпичный,"город Ташкент, Шайхантахурский район, жилой комплекс Кукча дарвоза, улица Кукча Дарвоза",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,2-комнатная квартира на продажу,78 000 у.е.,2,71 м²,5,10,Черновая отделка,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Буюк Ипак Йули, 5-й проезд Сайрам",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,3-комнатная квартира на продажу,77 000 у.е.,3,75 м²,4,4,Средний,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,4-комнатная квартира на продажу,230 000 у.е.,4,265 м²,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Айбек, улица Фидокор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,3-комнатная квартира на продажу,100 800 у.е.,3,112 м²,12,12,Черновая отделка,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,4-комнатная квартира на продажу,84 000 у.е.,4,92 м²,11,12,Средний,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Самарканд Дарваза, улица Самарканд Дарвоза",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,2-комнатная квартира на продажу,98 000 у.е.,2,65 м²,8,9,Евроремонт,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Бешкапа, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,2-комнатная квартира на продажу,65 243.09 у.е.,2,53.12 м²,10,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1250,4-комнатная квартира на продажу,80 000 у.е.,4,95 м²,5,9,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Эзгулик",1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1
1251,4-комнатная квартира на продажу,75 000 у.е.,4,90 м²,4,5,Средний,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Тонг",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,2-комнатная квартира на продажу,48 000 у.е.,2,56.6 м²,4,7,Черновая отделка,Кирпичный,"город Ташкент, Мирабадский район, Kompas turar-joy majmuasi",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1253,2-комнатная квартира на продажу,55 000 у.е.,2,36 м²,11,11,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юртабад",1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0
1254,4-комнатная квартира на продажу,88 500 у.е.,4,72 м²,4,4,Авторский проект,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Бешчинар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,3-комнатная квартира на продажу,57 000 у.е.,3,52 м²,3,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Найман",0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
1256,1-комнатная квартира на продажу,45 677.53 у.е.,1,37.19 м²,4,11,Черновая отделка,Монолитный,"город Ташкент, Мирабадский район, махаллинский сход граждан Инокобод, улица Хамал",1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
1257,2-комнатная квартира на продажу,29 200 у.е.,2,38 м²,1,1,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Банокатий, улица Сарыкуль",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,2-комнатная квартира на продажу,59 500 у.е.,2,52 м²,4,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,3-комнатная квартира на продажу,44 000 у.е.,3,49 м²,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Замон, улица Янгизамон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
