,Title,Price,Rooms,Land Area,Area,Floors,Condition,Material,Address,Lift,Security,Internet,Playground,Sauna,Sewerage,Fridge,Telephone Line,Separate Bathrooms,Surveillance,Pool,Water,Microwave,Parking,AC,TV,Washing Machine,Cable TV,Furniture,Gas
134,6+ комнатный частный дом на продажу,75 000 у.е.,6+,3.84 сот.,3.84 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Новый Ташкентский район, населённый пункт Ийк-Ата",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
135,5-комнатный частный дом на продажу,210 000 у.е.,5,5 сот.,5 сот.,2,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
136,5-комнатный частный дом на продажу,125 000 у.е.,5,6 сот.,6 сот.,1,Средний,Кирпичный,"город Ташкент, Новый Ташкентский район, населённый пункт Барданкуль",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
137,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,5-комнатный частный дом на продажу,170 000 у.е.,5,8 сот.,8 сот.,1,Средний,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Мажнунтол, улица Мажнунтол",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
139,6+ комнатный коттедж на продажу,580 000 у.е.,,3.2 сот.,3.2 сот.,3,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, коттеджный городок Сайрам вилледж, тупик Сайрам",0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1
140,6+ комнатный частный дом на продажу,300 000 у.е.,,8 сот.,8 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Мажнунтол, улица Мажнунтол",0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
141,6+ комнатный частный дом на продажу,900 000 у.е.,,8.5 сот.,8.5 сот.,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
142,6+ комнатный частный дом на продажу,1 200 000 у.е.,,12 сот.,12 сот.,3,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, махалля Конституция",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
144,6+ комнатный частный дом на продажу,380 000 у.е.,,2 сот.,2 сот.,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олтинтепа, улица Олтинтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3-комнатный частный дом на продажу,160 000 у.е.,3,6 сот.,6 сот.,2,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юнусабад, Эльнур тупик",0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
146,6+ комнатный частный дом на продажу,220 000 у.е.,6+,3.8 сот.,3.8 сот.,1,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, улица Кирк-Киз",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6+ комнатный частный дом на продажу,325 000 у.е.,6+,3.6 сот.,3.6 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Мерос, улица Богибустан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,6+ комнатный частный дом на продажу,220 000 у.е.,6+,8 сот.,8 сот.,1,Требует ремонта,Кирпичный,"Ташкентская область, посёлок городского типа Масалбай, Gulchilar koʻchasi",0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1
149,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,6+ комнатный частный дом на продажу,220 000 у.е.,6+,4 сот.,4 сот.,1,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, 3-й проезд Катта-Казырабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,6+ комнатный частный дом на продажу,350 000 у.е.,,6 сот.,6 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Уччинар, улица Чинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3-комнатный частный дом на продажу,65 000 у.е.,,1 сот.,1 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойсун, улица Уртайул",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,4-комнатный частный дом на продажу,60 000 у.е.,4,9 сот.,9 сот.,1,Средний,Кирпичный,Ташкентская область,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,6+ комнатный частный дом на продажу,1 200 000 у.е.,,5.2 сот.,5.2 сот.,3,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, 8-й проезд Ракатбоши",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,6+ комнатный частный дом на продажу,205 000 у.е.,6+,6 сот.,6 сот.,2,Требует ремонта,Кирпичный,"Ташкентская область, населённый пункт Авлиё Ота, улица Хаваскор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,6+ комнатный частный дом на продажу,630 000 у.е.,,6 сот.,6 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алпомиш, улица Дурмон йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,6+ комнатный частный дом на продажу,440 000 у.е.,,5 сот.,5 сот.,2,Евроремонт,Кирпичный,"Ташкентская область, Чирчик, улица Циолковского",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6+ комнатный частный дом на продажу,75 000 у.е.,6+,3.84 сот.,3.84 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Новый Ташкентский район, населённый пункт Ийк-Ата",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
160,5-комнатный частный дом на продажу,210 000 у.е.,5,5 сот.,5 сот.,2,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
161,5-комнатный частный дом на продажу,125 000 у.е.,5,6 сот.,6 сот.,1,Средний,Кирпичный,"город Ташкент, Новый Ташкентский район, населённый пункт Барданкуль",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
162,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,5-комнатный частный дом на продажу,170 000 у.е.,5,8 сот.,8 сот.,1,Средний,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Мажнунтол, улица Мажнунтол",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
164,6+ комнатный коттедж на продажу,580 000 у.е.,,3.2 сот.,3.2 сот.,3,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, коттеджный городок Сайрам вилледж, тупик Сайрам",0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1
165,6+ комнатный частный дом на продажу,300 000 у.е.,,8 сот.,8 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Мажнунтол, улица Мажнунтол",0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
166,6+ комнатный частный дом на продажу,900 000 у.е.,,8.5 сот.,8.5 сот.,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
167,6+ комнатный частный дом на продажу,1 200 000 у.е.,,12 сот.,12 сот.,3,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, махалля Конституция",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
169,6+ комнатный частный дом на продажу,380 000 у.е.,,2 сот.,2 сот.,3,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олтинтепа, улица Олтинтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3-комнатный частный дом на продажу,160 000 у.е.,3,6 сот.,6 сот.,2,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Юнусабад, Эльнур тупик",0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
171,6+ комнатный частный дом на продажу,220 000 у.е.,6+,3.8 сот.,3.8 сот.,1,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, улица Кирк-Киз",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,6+ комнатный частный дом на продажу,325 000 у.е.,6+,3.6 сот.,3.6 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Мерос, улица Богибустан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,6+ комнатный частный дом на продажу,220 000 у.е.,6+,8 сот.,8 сот.,1,Требует ремонта,Кирпичный,"Ташкентская область, посёлок городского типа Масалбай, Gulchilar koʻchasi",0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1
174,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6+ комнатный частный дом на продажу,600 000 у.е.,,6 сот.,6 сот.,3,Черновая отделка,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Туркистан, улица Еттичинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,6+ комнатный частный дом на продажу,800 000 у.е.,,18.3 сот.,18.3 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алмачи, 2-й проезд Бузбазар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,6+ комнатный частный дом на продажу,235 000 у.е.,6+,4.8 сот.,4.8 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Юнусабадский район, массив Хасанбай-6, 7-й проезд Катта Хасанбой",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,5-комнатный частный дом на продажу,210 000 у.е.,,2 сот.,2 сот.,4,Евроремонт,Кирпичный,"Ташкентская область, городской посёлок Кибрай, улица Кибрай",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6+ комнатный частный дом на продажу,545 000 у.е.,6+,50 сот.,50 сот.,2,Черновая отделка,Кирпичный,"Ташкентская область, городской посёлок Салар, Университетская улица",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
181,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
182,6+ комнатный коттедж на продажу,220 000 у.е.,6+,6 сот.,6 сот.,1,Средний,Кирпичный,"Ташкентская область, городской посёлок Уртааул, Obod turmush ko'chasi",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,5-комнатный частный дом на продажу,115 000 у.е.,5,12 сот.,12 сот.,1,Средний,Другое,"Ташкентская область, городской посёлок имени Курбанова, улица Гульчилар",0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1
184,6+ комнатный частный дом на продажу,120 000 у.е.,,1.4 сот.,1.4 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Хонобод, 4-й тупик 4-ого проезда Беруний",0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
185,5-комнатный частный дом на продажу,280 000 у.е.,,1.5 сот.,1.5 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Мерос, улица Богибустан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,6+ комнатная дача на продажу,100 000 у.е.,,4.6 сот.,4.6 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Новый Ташкентский район",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,6+ комнатный частный дом на продажу,205 000 у.е.,6+,6 сот.,6 сот.,2,Требует ремонта,Кирпичный,"Ташкентская область, населённый пункт Авлиё Ота, улица Хаваскор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,4-комнатный частный дом на продажу,63 000 у.е.,4,1.4 сот.,1.4 сот.,1,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,3-комнатный частный дом на продажу,48 500 у.е.,3,11 сот.,11 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Дарьябуйи, улица Дарё Буйи",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
190,6+ комнатный частный дом на продажу,450 000 у.е.,6+,6 сот.,6 сот.,2,Средний,Кирпичный,"город Ташкент, Юнусабадский район, 6-й квартал, улица Майкурган",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,5-комнатный частный дом на продажу,120 000 у.е.,,7.7 сот.,7.7 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Новый Ташкентский район, населённый пункт Джинсиз",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,3-комнатный частный дом на продажу,58 000 у.е.,3,1.5 сот.,1.5 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Тонг Юлдузи, улица Кушкуприк",0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
193,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,6+ комнатный частный дом на продажу,400 000 у.е.,,5 сот.,5 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ахил, 2-й проезд Кизгалдок",0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
195,6+ комнатный частный дом на продажу,300 000 у.е.,6+,6 сот.,6 сот.,1,Средний,Другое,"город Ташкент, Алмазарский район, махаллинский сход граждан Чимбай",0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
196,4-комнатный коттедж на продажу,100 000 у.е.,,1 сот.,1 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кашгар",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
197,2-комнатный частный дом на продажу,220 000 у.е.,2,9.91 сот.,9.91 сот.,1,Требует ремонта,Другое,"город Ташкент, Сергелийский район, махаллинский сход граждан Дарёбуйи, улица Дарё Буйи",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,6+ комнатный частный дом на продажу,200 000 у.е.,6+,3.6 сот.,3.6 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Сарыкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
201,5-комнатный частный дом на продажу,1 200 000 у.е.,,7 сот.,7 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Минор",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,5-комнатный частный дом на продажу,900 000 у.е.,,4.4 сот.,4.4 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олтинтепа, улица Хирмонтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,5-комнатный частный дом на продажу,165 000 у.е.,5,5 сот.,5 сот.,1,Средний,Кирпичный,"Ташкентская область, городской посёлок Салар, Университетская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2-комнатный частный дом на продажу,19 000 у.е.,2,20 сот.,20 сот.,1,Черновая отделка,Кирпичный,"Ташкентская область, населённый пункт Дунгкурган, улица Ибрат",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
205,3-комнатный частный дом на продажу,116 000 у.е.,3,2.7 сот.,2.7 сот.,1,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Бешкурган, улица Бунёд",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,6+ комнатная дача на продажу,550 000 у.е.,,20 сот.,20 сот.,1,Евроремонт,Кирпичный,"Ташкентская область, населённый пункт Акташ, улица Катортош",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4-комнатная дача на продажу,105 000 у.е.,4,12 сот.,12 сот.,2,Требует ремонта,Кирпичный,"Ташкентская область, населённый пункт Чимбайлык, Прибрежная улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,5-комнатный частный дом на продажу,100 000 у.е.,,2 сот.,2 сот.,1,Авторский проект,Кирпичный,"город Ташкент, Сергелийский район, массив Алишера Навои, улица Янги Сергели",0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
210,5-комнатный частный дом на продажу,210 000 у.е.,5,2 сот.,2 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Фирдавсий, улица Шивли",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,6+ комнатный частный дом на продажу,450 000 у.е.,,6 сот.,6 сот.,2,Черновая отделка,Кирпичный,"Ташкентская область, населённый пункт Каттасу, улица Мирсалим Ота",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,6+ комнатный частный дом на продажу,440 000 у.е.,,4.8 сот.,4.8 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шукур Бурханов, улица Интизор",0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
214,6+ комнатный частный дом на продажу,160 000 у.е.,6+,1.8 сот.,1.8 сот.,2,Черновая отделка,Кирпичный,"город Ташкент, Юнусабадский район, массив Хасанбай-1, 4-й проезд Гулёр",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,6+ комнатный частный дом на продажу,65 000 у.е.,6+,14.73 сот.,14.73 сот.,1,Средний,Кирпичный,"Ташкентская область, Ахангаран",0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
216,6+ комнатный частный дом на продажу,180 000 у.е.,,7.41 сот.,7.41 сот.,1,Евроремонт,Кирпичный,"Ташкентская область, городской посёлок Уртааул, улица Навои",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,3-комнатная дача на продажу,80 000 у.е.,3,6 сот.,6 сот.,1,Средний,Кирпичный,"Ташкентская область, городской посёлок Куёш, Кумышканское шоссе",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,6+ комнатный частный дом на продажу,205 000 у.е.,6+,6 сот.,6 сот.,2,Требует ремонта,Кирпичный,"Ташкентская область, населённый пункт Авлиё Ота, улица Хаваскор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,5-комнатная дача на продажу,300 000 у.е.,,8 сот.,8 сот.,2,Евроремонт,Кирпичный,"Ташкентская область, городской посёлок Чарвак, улица Дустлик",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4-комнатный частный дом на продажу,201 000 у.е.,,2.3 сот.,2.3 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Истиклолабад, 5-й проезд Эски-Сарикул",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,5-комнатный частный дом на продажу,150 000 у.е.,,3.1 сот.,3.1 сот.,2,Евроремонт,Кирпичный,"Ташкентская область, городской посёлок Кибрай, Yakka Cho'p 7-tor ko'chasi",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
224,5-комнатный частный дом на продажу,265 000 у.е.,,3 сот.,3 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Турк Курган, улица Сандиккургон",0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
225,6+ комнатный частный дом на продажу,1 000 000 у.е.,,6.36 сот.,6.36 сот.,2,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шалола, улица Икбол",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,3-комнатный частный дом на продажу,89 000 у.е.,3,6 сот.,6 сот.,1,Требует ремонта,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Гузал, 1-й проезд Сокин",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
227,5-комнатный частный дом на продажу,350 000 у.е.,5,3.6 сот.,3.6 сот.,1,Средний,Другое,"город Ташкент, Юнусабадский район, махаллинский сход граждан Бозсу, улица Низами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,6+ комнатный частный дом на продажу,590 000 у.е.,6+,6 сот.,6 сот.,1,Средний,Кирпичный,"город Ташкент, Яккасарайский район, массив Ракат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,5-комнатный частный дом на продажу,390 000 у.е.,5,3.2 сот.,3.2 сот.,1,Средний,Кирпичный,"город Ташкент, Яккасарайский район, массив Ракат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4-комнатный частный дом на продажу,1 100 000 у.е.,,16 сот.,16 сот.,2,Средний,Кирпичный,"город Ташкент, Яшнободский район, улица Янги Узбекистон",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,5-комнатный частный дом на продажу,175 000 у.е.,5,3.91 сот.,3.91 сот.,1,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,4-комнатный частный дом на продажу,94 000 у.е.,4,2 сот.,2 сот.,1,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Темирйулчилар, 1-й проезд Темирюльчилар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,6+ комнатный частный дом на продажу,128 000 у.е.,,1.5 сот.,1.5 сот.,2,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Карасу, Фергана Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1-комнатный коттедж на продажу,29 200 у.е.,,1 сот.,1 сот.,1,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Темирйулчилар, улица Гейдара Алиева",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
